from,to,intensity.forecast,intensity.actual,intensity.index,datetime
2025-07-16T03:00Z,2025-07-16T03:30Z,71,83,low,16/07/2025 03:00
2025-07-16T03:30Z,2025-07-16T04:00Z,73,85,low,16/07/2025 03:30
2025-07-16T04:00Z,2025-07-16T04:30Z,86,97,low,16/07/2025 04:00
2025-07-16T04:30Z,2025-07-16T05:00Z,92,114,moderate,16/07/2025 04:30
2025-07-16T05:00Z,2025-07-16T05:30Z,111,125,moderate,16/07/2025 05:00
2025-07-16T05:30Z,2025-07-16T06:00Z,130,130,moderate,16/07/2025 05:30
2025-07-16T06:00Z,2025-07-16T06:30Z,137,132,moderate,16/07/2025 06:00
2025-07-16T06:30Z,2025-07-16T07:00Z,149,139,moderate,16/07/2025 06:30
2025-07-16T07:00Z,2025-07-16T07:30Z,143,136,moderate,16/07/2025 07:00
2025-07-16T07:30Z,2025-07-16T08:00Z,144,137,moderate,16/07/2025 07:30
2025-07-16T08:00Z,2025-07-16T08:30Z,140,132,moderate,16/07/2025 08:00
2025-07-16T08:30Z,2025-07-16T09:00Z,137,130,moderate,16/07/2025 08:30
2025-07-16T09:00Z,2025-07-16T09:30Z,135,129,moderate,16/07/2025 09:00
2025-07-16T09:30Z,2025-07-16T10:00Z,129,125,moderate,16/07/2025 09:30
2025-07-16T10:00Z,2025-07-16T10:30Z,127,124,moderate,16/07/2025 10:00
2025-07-16T10:30Z,2025-07-16T11:00Z,124,125,moderate,16/07/2025 10:30
2025-07-16T11:00Z,2025-07-16T11:30Z,118,127,moderate,16/07/2025 11:00
2025-07-16T11:30Z,2025-07-16T12:00Z,124,127,moderate,16/07/2025 11:30
2025-07-16T12:00Z,2025-07-16T12:30Z,126,129,moderate,16/07/2025 12:00
2025-07-16T12:30Z,2025-07-16T13:00Z,128,131,moderate,16/07/2025 12:30
2025-07-16T13:00Z,2025-07-16T13:30Z,125,133,moderate,16/07/2025 13:00
2025-07-16T13:30Z,2025-07-16T14:00Z,130,134,moderate,16/07/2025 13:30
2025-07-16T14:00Z,2025-07-16T14:30Z,141,138,moderate,16/07/2025 14:00
2025-07-16T14:30Z,2025-07-16T15:00Z,139,149,moderate,16/07/2025 14:30
2025-07-16T15:00Z,2025-07-16T15:30Z,145,165,moderate,16/07/2025 15:00
2025-07-16T15:30Z,2025-07-16T16:00Z,159,173,moderate,16/07/2025 15:30
2025-07-16T16:00Z,2025-07-16T16:30Z,184,180,high,16/07/2025 16:00
2025-07-16T16:30Z,2025-07-16T17:00Z,185,193,high,16/07/2025 16:30
2025-07-16T17:00Z,2025-07-16T17:30Z,193,199,high,16/07/2025 17:00
2025-07-16T17:30Z,2025-07-16T18:00Z,202,201,high,16/07/2025 17:30
2025-07-16T18:00Z,2025-07-16T18:30Z,215,203,high,16/07/2025 18:00
2025-07-16T18:30Z,2025-07-16T19:00Z,207,212,high,16/07/2025 18:30
2025-07-16T19:00Z,2025-07-16T19:30Z,216,215,high,16/07/2025 19:00
2025-07-16T19:30Z,2025-07-16T20:00Z,229,219,high,16/07/2025 19:30
2025-07-16T20:00Z,2025-07-16T20:30Z,230,223,high,16/07/2025 20:00
2025-07-16T20:30Z,2025-07-16T21:00Z,228,224,high,16/07/2025 20:30
2025-07-16T21:00Z,2025-07-16T21:30Z,224,219,high,16/07/2025 21:00
2025-07-16T21:30Z,2025-07-16T22:00Z,225,207,high,16/07/2025 21:30
2025-07-16T22:00Z,2025-07-16T22:30Z,222,201,high,16/07/2025 22:00
2025-07-16T22:30Z,2025-07-16T23:00Z,212,200,high,16/07/2025 22:30
2025-07-16T23:00Z,2025-07-16T23:30Z,206,198,high,16/07/2025 23:00
2025-07-16T23:30Z,2025-07-17T00:00Z,198,193,high,16/07/2025 23:30
2025-07-17T00:00Z,2025-07-17T00:30Z,198,191,high,17/07/2025 00:00
2025-07-17T00:30Z,2025-07-17T01:00Z,199,194,high,17/07/2025 00:30
2025-07-17T01:00Z,2025-07-17T01:30Z,199,192,high,17/07/2025 01:00
2025-07-17T01:30Z,2025-07-17T02:00Z,197,188,high,17/07/2025 01:30
2025-07-17T02:00Z,2025-07-17T02:30Z,193,184,high,17/07/2025 02:00
2025-07-17T02:30Z,2025-07-17T03:00Z,184,195,high,17/07/2025 02:30
2025-07-17T03:00Z,2025-07-17T03:30Z,185,194,high,17/07/2025 03:00
2025-07-17T03:30Z,2025-07-17T04:00Z,195,201,high,17/07/2025 03:30
2025-07-17T04:00Z,2025-07-17T04:30Z,200,197,high,17/07/2025 04:00
2025-07-17T04:30Z,2025-07-17T05:00Z,208,191,high,17/07/2025 04:30
2025-07-17T05:00Z,2025-07-17T05:30Z,207,196,high,17/07/2025 05:00
2025-07-17T05:30Z,2025-07-17T06:00Z,201,188,high,17/07/2025 05:30
2025-07-17T06:00Z,2025-07-17T06:30Z,198,188,high,17/07/2025 06:00
2025-07-17T06:30Z,2025-07-17T07:00Z,193,187,high,17/07/2025 06:30
2025-07-17T07:00Z,2025-07-17T07:30Z,182,180,high,17/07/2025 07:00
2025-07-17T07:30Z,2025-07-17T08:00Z,184,175,moderate,17/07/2025 07:30
2025-07-17T08:00Z,2025-07-17T08:30Z,181,167,moderate,17/07/2025 08:00
2025-07-17T08:30Z,2025-07-17T09:00Z,170,159,moderate,17/07/2025 08:30
2025-07-17T09:00Z,2025-07-17T09:30Z,164,152,moderate,17/07/2025 09:00
2025-07-17T09:30Z,2025-07-17T10:00Z,159,151,moderate,17/07/2025 09:30
2025-07-17T10:00Z,2025-07-17T10:30Z,152,148,moderate,17/07/2025 10:00
2025-07-17T10:30Z,2025-07-17T11:00Z,153,147,moderate,17/07/2025 10:30
2025-07-17T11:00Z,2025-07-17T11:30Z,144,143,moderate,17/07/2025 11:00
2025-07-17T11:30Z,2025-07-17T12:00Z,138,138,moderate,17/07/2025 11:30
2025-07-17T12:00Z,2025-07-17T12:30Z,135,136,moderate,17/07/2025 12:00
2025-07-17T12:30Z,2025-07-17T13:00Z,134,135,moderate,17/07/2025 12:30
2025-07-17T13:00Z,2025-07-17T13:30Z,138,131,moderate,17/07/2025 13:00
2025-07-17T13:30Z,2025-07-17T14:00Z,130,124,moderate,17/07/2025 13:30
2025-07-17T14:00Z,2025-07-17T14:30Z,121,125,moderate,17/07/2025 14:00
2025-07-17T14:30Z,2025-07-17T15:00Z,125,130,moderate,17/07/2025 14:30
2025-07-17T15:00Z,2025-07-17T15:30Z,133,138,moderate,17/07/2025 15:00
2025-07-17T15:30Z,2025-07-17T16:00Z,142,149,moderate,17/07/2025 15:30
2025-07-17T16:00Z,2025-07-17T16:30Z,149,160,moderate,17/07/2025 16:00
2025-07-17T16:30Z,2025-07-17T17:00Z,164,167,moderate,17/07/2025 16:30
2025-07-17T17:00Z,2025-07-17T17:30Z,165,173,moderate,17/07/2025 17:00
2025-07-17T17:30Z,2025-07-17T18:00Z,173,171,moderate,17/07/2025 17:30
2025-07-17T18:00Z,2025-07-17T18:30Z,179,176,moderate,17/07/2025 18:00
2025-07-17T18:30Z,2025-07-17T19:00Z,176,182,high,17/07/2025 18:30
2025-07-17T19:00Z,2025-07-17T19:30Z,179,180,high,17/07/2025 19:00
2025-07-17T19:30Z,2025-07-17T20:00Z,186,185,high,17/07/2025 19:30
2025-07-17T20:00Z,2025-07-17T20:30Z,181,183,high,17/07/2025 20:00
2025-07-17T20:30Z,2025-07-17T21:00Z,182,182,high,17/07/2025 20:30
2025-07-17T21:00Z,2025-07-17T21:30Z,182,178,moderate,17/07/2025 21:00
2025-07-17T21:30Z,2025-07-17T22:00Z,177,175,moderate,17/07/2025 21:30
2025-07-17T22:00Z,2025-07-17T22:30Z,178,171,moderate,17/07/2025 22:00
2025-07-17T22:30Z,2025-07-17T23:00Z,170,172,moderate,17/07/2025 22:30
2025-07-17T23:00Z,2025-07-17T23:30Z,173,173,moderate,17/07/2025 23:00
2025-07-17T23:30Z,2025-07-18T00:00Z,170,173,moderate,17/07/2025 23:30
2025-07-18T00:00Z,2025-07-18T00:30Z,172,175,moderate,18/07/2025 00:00
2025-07-18T00:30Z,2025-07-18T01:00Z,168,167,moderate,18/07/2025 00:30
2025-07-18T01:00Z,2025-07-18T01:30Z,170,166,moderate,18/07/2025 01:00
2025-07-18T01:30Z,2025-07-18T02:00Z,167,159,moderate,18/07/2025 01:30
2025-07-18T02:00Z,2025-07-18T02:30Z,159,157,moderate,18/07/2025 02:00
2025-07-18T02:30Z,2025-07-18T03:00Z,158,157,moderate,18/07/2025 02:30
2025-07-18T03:00Z,2025-07-18T03:30Z,158,158,moderate,18/07/2025 03:00
2025-07-18T03:30Z,2025-07-18T04:00Z,155,156,moderate,18/07/2025 03:30
2025-07-18T04:00Z,2025-07-18T04:30Z,158,158,moderate,18/07/2025 04:00
2025-07-18T04:30Z,2025-07-18T05:00Z,156,161,moderate,18/07/2025 04:30
2025-07-18T05:00Z,2025-07-18T05:30Z,168,163,moderate,18/07/2025 05:00
2025-07-18T05:30Z,2025-07-18T06:00Z,169,160,moderate,18/07/2025 05:30
2025-07-18T06:00Z,2025-07-18T06:30Z,168,156,moderate,18/07/2025 06:00
2025-07-18T06:30Z,2025-07-18T07:00Z,165,156,moderate,18/07/2025 06:30
2025-07-18T07:00Z,2025-07-18T07:30Z,159,150,moderate,18/07/2025 07:00
2025-07-18T07:30Z,2025-07-18T08:00Z,150,148,moderate,18/07/2025 07:30
2025-07-18T08:00Z,2025-07-18T08:30Z,144,142,moderate,18/07/2025 08:00
2025-07-18T08:30Z,2025-07-18T09:00Z,146,134,moderate,18/07/2025 08:30
2025-07-18T09:00Z,2025-07-18T09:30Z,138,128,moderate,18/07/2025 09:00
2025-07-18T09:30Z,2025-07-18T10:00Z,115,124,moderate,18/07/2025 09:30
2025-07-18T10:00Z,2025-07-18T10:30Z,106,122,moderate,18/07/2025 10:00
2025-07-18T10:30Z,2025-07-18T11:00Z,116,118,moderate,18/07/2025 10:30
2025-07-18T11:00Z,2025-07-18T11:30Z,116,117,moderate,18/07/2025 11:00
2025-07-18T11:30Z,2025-07-18T12:00Z,114,116,moderate,18/07/2025 11:30
2025-07-18T12:00Z,2025-07-18T12:30Z,127,117,moderate,18/07/2025 12:00
2025-07-18T12:30Z,2025-07-18T13:00Z,116,116,moderate,18/07/2025 12:30
2025-07-18T13:00Z,2025-07-18T13:30Z,119,115,moderate,18/07/2025 13:00
2025-07-18T13:30Z,2025-07-18T14:00Z,122,112,moderate,18/07/2025 13:30
2025-07-18T14:00Z,2025-07-18T14:30Z,119,118,moderate,18/07/2025 14:00
2025-07-18T14:30Z,2025-07-18T15:00Z,125,118,moderate,18/07/2025 14:30
2025-07-18T15:00Z,2025-07-18T15:30Z,129,124,moderate,18/07/2025 15:00
2025-07-18T15:30Z,2025-07-18T16:00Z,129,136,moderate,18/07/2025 15:30
2025-07-18T16:00Z,2025-07-18T16:30Z,143,147,moderate,18/07/2025 16:00
2025-07-18T16:30Z,2025-07-18T17:00Z,154,154,moderate,18/07/2025 16:30
2025-07-18T17:00Z,2025-07-18T17:30Z,157,158,moderate,18/07/2025 17:00
2025-07-18T17:30Z,2025-07-18T18:00Z,159,162,moderate,18/07/2025 17:30
2025-07-18T18:00Z,2025-07-18T18:30Z,164,166,moderate,18/07/2025 18:00
2025-07-18T18:30Z,2025-07-18T19:00Z,166,170,moderate,18/07/2025 18:30
2025-07-18T19:00Z,2025-07-18T19:30Z,172,171,moderate,18/07/2025 19:00
2025-07-18T19:30Z,2025-07-18T20:00Z,174,172,moderate,18/07/2025 19:30
2025-07-18T20:00Z,2025-07-18T20:30Z,179,173,moderate,18/07/2025 20:00
2025-07-18T20:30Z,2025-07-18T21:00Z,183,173,moderate,18/07/2025 20:30
2025-07-18T21:00Z,2025-07-18T21:30Z,184,175,moderate,18/07/2025 21:00
2025-07-18T21:30Z,2025-07-18T22:00Z,177,172,moderate,18/07/2025 21:30
2025-07-18T22:00Z,2025-07-18T22:30Z,176,171,moderate,18/07/2025 22:00
2025-07-18T22:30Z,2025-07-18T23:00Z,171,173,moderate,18/07/2025 22:30
2025-07-18T23:00Z,2025-07-18T23:30Z,171,170,moderate,18/07/2025 23:00
2025-07-18T23:30Z,2025-07-19T00:00Z,163,158,moderate,18/07/2025 23:30
2025-07-19T00:00Z,2025-07-19T00:30Z,169,153,moderate,19/07/2025 00:00
2025-07-19T00:30Z,2025-07-19T01:00Z,166,155,moderate,19/07/2025 00:30
2025-07-19T01:00Z,2025-07-19T01:30Z,158,156,moderate,19/07/2025 01:00
2025-07-19T01:30Z,2025-07-19T02:00Z,155,162,moderate,19/07/2025 01:30
2025-07-19T02:00Z,2025-07-19T02:30Z,171,165,moderate,19/07/2025 02:00
2025-07-19T02:30Z,2025-07-19T03:00Z,166,166,moderate,19/07/2025 02:30
2025-07-19T03:00Z,2025-07-19T03:30Z,176,165,moderate,19/07/2025 03:00
2025-07-19T03:30Z,2025-07-19T04:00Z,171,167,moderate,19/07/2025 03:30
2025-07-19T04:00Z,2025-07-19T04:30Z,164,163,moderate,19/07/2025 04:00
2025-07-19T04:30Z,2025-07-19T05:00Z,172,158,moderate,19/07/2025 04:30
2025-07-19T05:00Z,2025-07-19T05:30Z,165,153,moderate,19/07/2025 05:00
2025-07-19T05:30Z,2025-07-19T06:00Z,160,161,moderate,19/07/2025 05:30
2025-07-19T06:00Z,2025-07-19T06:30Z,158,161,moderate,19/07/2025 06:00
2025-07-19T06:30Z,2025-07-19T07:00Z,165,161,moderate,19/07/2025 06:30
2025-07-19T07:00Z,2025-07-19T07:30Z,161,155,moderate,19/07/2025 07:00
2025-07-19T07:30Z,2025-07-19T08:00Z,164,161,moderate,19/07/2025 07:30
2025-07-19T08:00Z,2025-07-19T08:30Z,158,159,moderate,19/07/2025 08:00
2025-07-19T08:30Z,2025-07-19T09:00Z,151,160,moderate,19/07/2025 08:30
2025-07-19T09:00Z,2025-07-19T09:30Z,136,155,moderate,19/07/2025 09:00
2025-07-19T09:30Z,2025-07-19T10:00Z,153,147,moderate,19/07/2025 09:30
2025-07-19T10:00Z,2025-07-19T10:30Z,146,142,moderate,19/07/2025 10:00
2025-07-19T10:30Z,2025-07-19T11:00Z,145,131,moderate,19/07/2025 10:30
2025-07-19T11:00Z,2025-07-19T11:30Z,133,122,moderate,19/07/2025 11:00
2025-07-19T11:30Z,2025-07-19T12:00Z,128,114,moderate,19/07/2025 11:30
2025-07-19T12:00Z,2025-07-19T12:30Z,122,103,moderate,19/07/2025 12:00
2025-07-19T12:30Z,2025-07-19T13:00Z,112,96,low,19/07/2025 12:30
2025-07-19T13:00Z,2025-07-19T13:30Z,99,90,low,19/07/2025 13:00
2025-07-19T13:30Z,2025-07-19T14:00Z,96,93,low,19/07/2025 13:30
2025-07-19T14:00Z,2025-07-19T14:30Z,82,95,low,19/07/2025 14:00
2025-07-19T14:30Z,2025-07-19T15:00Z,82,99,low,19/07/2025 14:30
2025-07-19T15:00Z,2025-07-19T15:30Z,86,107,moderate,19/07/2025 15:00
2025-07-19T15:30Z,2025-07-19T16:00Z,102,119,moderate,19/07/2025 15:30
2025-07-19T16:00Z,2025-07-19T16:30Z,101,129,moderate,19/07/2025 16:00
2025-07-19T16:30Z,2025-07-19T17:00Z,129,139,moderate,19/07/2025 16:30
2025-07-19T17:00Z,2025-07-19T17:30Z,125,144,moderate,19/07/2025 17:00
2025-07-19T17:30Z,2025-07-19T18:00Z,136,147,moderate,19/07/2025 17:30
2025-07-19T18:00Z,2025-07-19T18:30Z,142,149,moderate,19/07/2025 18:00
2025-07-19T18:30Z,2025-07-19T19:00Z,171,154,moderate,19/07/2025 18:30
2025-07-19T19:00Z,2025-07-19T19:30Z,161,158,moderate,19/07/2025 19:00
2025-07-19T19:30Z,2025-07-19T20:00Z,157,170,moderate,19/07/2025 19:30
2025-07-19T20:00Z,2025-07-19T20:30Z,143,170,moderate,19/07/2025 20:00
2025-07-19T20:30Z,2025-07-19T21:00Z,156,170,moderate,19/07/2025 20:30
2025-07-19T21:00Z,2025-07-19T21:30Z,166,164,moderate,19/07/2025 21:00
2025-07-19T21:30Z,2025-07-19T22:00Z,164,147,moderate,19/07/2025 21:30
2025-07-19T22:00Z,2025-07-19T22:30Z,157,139,moderate,19/07/2025 22:00
2025-07-19T22:30Z,2025-07-19T23:00Z,141,136,moderate,19/07/2025 22:30
2025-07-19T23:00Z,2025-07-19T23:30Z,134,130,moderate,19/07/2025 23:00
2025-07-19T23:30Z,2025-07-20T00:00Z,124,120,moderate,19/07/2025 23:30
2025-07-20T00:00Z,2025-07-20T00:30Z,125,116,moderate,20/07/2025 00:00
2025-07-20T00:30Z,2025-07-20T01:00Z,114,115,moderate,20/07/2025 00:30
2025-07-20T01:00Z,2025-07-20T01:30Z,110,108,moderate,20/07/2025 01:00
2025-07-20T01:30Z,2025-07-20T02:00Z,114,114,moderate,20/07/2025 01:30
2025-07-20T02:00Z,2025-07-20T02:30Z,102,110,moderate,20/07/2025 02:00
2025-07-20T02:30Z,2025-07-20T03:00Z,109,107,moderate,20/07/2025 02:30
2025-07-20T03:00Z,2025-07-20T03:30Z,109,113,moderate,20/07/2025 03:00
2025-07-20T03:30Z,2025-07-20T04:00Z,105,108,moderate,20/07/2025 03:30
2025-07-20T04:00Z,2025-07-20T04:30Z,109,105,moderate,20/07/2025 04:00
2025-07-20T04:30Z,2025-07-20T05:00Z,108,105,moderate,20/07/2025 04:30
2025-07-20T05:00Z,2025-07-20T05:30Z,105,100,moderate,20/07/2025 05:00
2025-07-20T05:30Z,2025-07-20T06:00Z,100,101,moderate,20/07/2025 05:30
2025-07-20T06:00Z,2025-07-20T06:30Z,97,101,moderate,20/07/2025 06:00
2025-07-20T06:30Z,2025-07-20T07:00Z,96,96,low,20/07/2025 06:30
2025-07-20T07:00Z,2025-07-20T07:30Z,96,98,low,20/07/2025 07:00
2025-07-20T07:30Z,2025-07-20T08:00Z,93,104,moderate,20/07/2025 07:30
2025-07-20T08:00Z,2025-07-20T08:30Z,96,99,low,20/07/2025 08:00
2025-07-20T08:30Z,2025-07-20T09:00Z,100,106,moderate,20/07/2025 08:30
2025-07-20T09:00Z,2025-07-20T09:30Z,93,104,moderate,20/07/2025 09:00
2025-07-20T09:30Z,2025-07-20T10:00Z,101,104,moderate,20/07/2025 09:30
2025-07-20T10:00Z,2025-07-20T10:30Z,96,100,moderate,20/07/2025 10:00
2025-07-20T10:30Z,2025-07-20T11:00Z,95,98,low,20/07/2025 10:30
2025-07-20T11:00Z,2025-07-20T11:30Z,94,95,low,20/07/2025 11:00
2025-07-20T11:30Z,2025-07-20T12:00Z,92,91,low,20/07/2025 11:30
2025-07-20T12:00Z,2025-07-20T12:30Z,93,88,low,20/07/2025 12:00
2025-07-20T12:30Z,2025-07-20T13:00Z,90,84,low,20/07/2025 12:30
2025-07-20T13:00Z,2025-07-20T13:30Z,83,91,low,20/07/2025 13:00
2025-07-20T13:30Z,2025-07-20T14:00Z,79,86,low,20/07/2025 13:30
2025-07-20T14:00Z,2025-07-20T14:30Z,102,92,low,20/07/2025 14:00
2025-07-20T14:30Z,2025-07-20T15:00Z,84,104,moderate,20/07/2025 14:30
2025-07-20T15:00Z,2025-07-20T15:30Z,90,115,moderate,20/07/2025 15:00
2025-07-20T15:30Z,2025-07-20T16:00Z,108,125,moderate,20/07/2025 15:30
2025-07-20T16:00Z,2025-07-20T16:30Z,130,141,moderate,20/07/2025 16:00
2025-07-20T16:30Z,2025-07-20T17:00Z,133,148,moderate,20/07/2025 16:30
2025-07-20T17:00Z,2025-07-20T17:30Z,157,157,moderate,20/07/2025 17:00
2025-07-20T17:30Z,2025-07-20T18:00Z,172,167,moderate,20/07/2025 17:30
2025-07-20T18:00Z,2025-07-20T18:30Z,162,174,moderate,20/07/2025 18:00
2025-07-20T18:30Z,2025-07-20T19:00Z,170,179,moderate,20/07/2025 18:30
2025-07-20T19:00Z,2025-07-20T19:30Z,179,175,moderate,20/07/2025 19:00
2025-07-20T19:30Z,2025-07-20T20:00Z,181,161,moderate,20/07/2025 19:30
2025-07-20T20:00Z,2025-07-20T20:30Z,172,154,moderate,20/07/2025 20:00
2025-07-20T20:30Z,2025-07-20T21:00Z,154,144,moderate,20/07/2025 20:30
2025-07-20T21:00Z,2025-07-20T21:30Z,147,133,moderate,20/07/2025 21:00
2025-07-20T21:30Z,2025-07-20T22:00Z,131,136,moderate,20/07/2025 21:30
2025-07-20T22:00Z,2025-07-20T22:30Z,127,131,moderate,20/07/2025 22:00
2025-07-20T22:30Z,2025-07-20T23:00Z,132,126,moderate,20/07/2025 22:30
2025-07-20T23:00Z,2025-07-20T23:30Z,133,121,moderate,20/07/2025 23:00
2025-07-20T23:30Z,2025-07-21T00:00Z,139,121,moderate,20/07/2025 23:30
2025-07-21T00:00Z,2025-07-21T00:30Z,122,123,moderate,21/07/2025 00:00
2025-07-21T00:30Z,2025-07-21T01:00Z,123,127,moderate,21/07/2025 00:30
2025-07-21T01:00Z,2025-07-21T01:30Z,133,127,moderate,21/07/2025 01:00
2025-07-21T01:30Z,2025-07-21T02:00Z,132,137,moderate,21/07/2025 01:30
2025-07-21T02:00Z,2025-07-21T02:30Z,136,138,moderate,21/07/2025 02:00
2025-07-21T02:30Z,2025-07-21T03:00Z,145,144,moderate,21/07/2025 02:30
2025-07-21T03:00Z,2025-07-21T03:30Z,145,147,moderate,21/07/2025 03:00
2025-07-21T03:30Z,2025-07-21T04:00Z,150,155,moderate,21/07/2025 03:30
2025-07-21T04:00Z,2025-07-21T04:30Z,148,158,moderate,21/07/2025 04:00
2025-07-21T04:30Z,2025-07-21T05:00Z,160,163,moderate,21/07/2025 04:30
2025-07-21T05:00Z,2025-07-21T05:30Z,159,165,moderate,21/07/2025 05:00
2025-07-21T05:30Z,2025-07-21T06:00Z,171,171,moderate,21/07/2025 05:30
2025-07-21T06:00Z,2025-07-21T06:30Z,170,168,moderate,21/07/2025 06:00
2025-07-21T06:30Z,2025-07-21T07:00Z,178,173,moderate,21/07/2025 06:30
2025-07-21T07:00Z,2025-07-21T07:30Z,172,164,moderate,21/07/2025 07:00
2025-07-21T07:30Z,2025-07-21T08:00Z,174,159,moderate,21/07/2025 07:30
2025-07-21T08:00Z,2025-07-21T08:30Z,162,154,moderate,21/07/2025 08:00
2025-07-21T08:30Z,2025-07-21T09:00Z,161,148,moderate,21/07/2025 08:30
2025-07-21T09:00Z,2025-07-21T09:30Z,154,143,moderate,21/07/2025 09:00
2025-07-21T09:30Z,2025-07-21T10:00Z,141,142,moderate,21/07/2025 09:30
2025-07-21T10:00Z,2025-07-21T10:30Z,139,142,moderate,21/07/2025 10:00
2025-07-21T10:30Z,2025-07-21T11:00Z,141,135,moderate,21/07/2025 10:30
2025-07-21T11:00Z,2025-07-21T11:30Z,146,134,moderate,21/07/2025 11:00
2025-07-21T11:30Z,2025-07-21T12:00Z,138,139,moderate,21/07/2025 11:30
2025-07-21T12:00Z,2025-07-21T12:30Z,140,142,moderate,21/07/2025 12:00
2025-07-21T12:30Z,2025-07-21T13:00Z,140,141,moderate,21/07/2025 12:30
2025-07-21T13:00Z,2025-07-21T13:30Z,142,141,moderate,21/07/2025 13:00
2025-07-21T13:30Z,2025-07-21T14:00Z,140,139,moderate,21/07/2025 13:30
2025-07-21T14:00Z,2025-07-21T14:30Z,138,143,moderate,21/07/2025 14:00
2025-07-21T14:30Z,2025-07-21T15:00Z,142,146,moderate,21/07/2025 14:30
2025-07-21T15:00Z,2025-07-21T15:30Z,146,154,moderate,21/07/2025 15:00
2025-07-21T15:30Z,2025-07-21T16:00Z,145,159,moderate,21/07/2025 15:30
2025-07-21T16:00Z,2025-07-21T16:30Z,160,164,moderate,21/07/2025 16:00
2025-07-21T16:30Z,2025-07-21T17:00Z,162,161,moderate,21/07/2025 16:30
2025-07-21T17:00Z,2025-07-21T17:30Z,170,167,moderate,21/07/2025 17:00
2025-07-21T17:30Z,2025-07-21T18:00Z,166,175,moderate,21/07/2025 17:30
2025-07-21T18:00Z,2025-07-21T18:30Z,173,176,moderate,21/07/2025 18:00
2025-07-21T18:30Z,2025-07-21T19:00Z,183,182,high,21/07/2025 18:30
2025-07-21T19:00Z,2025-07-21T19:30Z,184,186,high,21/07/2025 19:00
2025-07-21T19:30Z,2025-07-21T20:00Z,188,190,high,21/07/2025 19:30
2025-07-21T20:00Z,2025-07-21T20:30Z,191,190,high,21/07/2025 20:00
2025-07-21T20:30Z,2025-07-21T21:00Z,193,191,high,21/07/2025 20:30
2025-07-21T21:00Z,2025-07-21T21:30Z,184,178,moderate,21/07/2025 21:00
2025-07-21T21:30Z,2025-07-21T22:00Z,193,157,moderate,21/07/2025 21:30
2025-07-21T22:00Z,2025-07-21T22:30Z,185,153,moderate,21/07/2025 22:00
2025-07-21T22:30Z,2025-07-21T23:00Z,158,154,moderate,21/07/2025 22:30
2025-07-21T23:00Z,2025-07-21T23:30Z,147,150,moderate,21/07/2025 23:00
2025-07-21T23:30Z,2025-07-22T00:00Z,138,144,moderate,21/07/2025 23:30
2025-07-22T00:00Z,2025-07-22T00:30Z,143,143,moderate,22/07/2025 00:00
2025-07-22T00:30Z,2025-07-22T01:00Z,145,141,moderate,22/07/2025 00:30
2025-07-22T01:00Z,2025-07-22T01:30Z,133,138,moderate,22/07/2025 01:00
2025-07-22T01:30Z,2025-07-22T02:00Z,138,137,moderate,22/07/2025 01:30
2025-07-22T02:00Z,2025-07-22T02:30Z,131,135,moderate,22/07/2025 02:00
2025-07-22T02:30Z,2025-07-22T03:00Z,135,133,moderate,22/07/2025 02:30
2025-07-22T03:00Z,2025-07-22T03:30Z,127,132,moderate,22/07/2025 03:00
2025-07-22T03:30Z,2025-07-22T04:00Z,135,135,moderate,22/07/2025 03:30
2025-07-22T04:00Z,2025-07-22T04:30Z,131,139,moderate,22/07/2025 04:00
2025-07-22T04:30Z,2025-07-22T05:00Z,137,147,moderate,22/07/2025 04:30
2025-07-22T05:00Z,2025-07-22T05:30Z,141,155,moderate,22/07/2025 05:00
2025-07-22T05:30Z,2025-07-22T06:00Z,156,155,moderate,22/07/2025 05:30
2025-07-22T06:00Z,2025-07-22T06:30Z,174,158,moderate,22/07/2025 06:00
2025-07-22T06:30Z,2025-07-22T07:00Z,163,158,moderate,22/07/2025 06:30
2025-07-22T07:00Z,2025-07-22T07:30Z,158,155,moderate,22/07/2025 07:00
2025-07-22T07:30Z,2025-07-22T08:00Z,177,152,moderate,22/07/2025 07:30
2025-07-22T08:00Z,2025-07-22T08:30Z,151,151,moderate,22/07/2025 08:00
2025-07-22T08:30Z,2025-07-22T09:00Z,147,148,moderate,22/07/2025 08:30
2025-07-22T09:00Z,2025-07-22T09:30Z,148,144,moderate,22/07/2025 09:00
2025-07-22T09:30Z,2025-07-22T10:00Z,144,141,moderate,22/07/2025 09:30
2025-07-22T10:00Z,2025-07-22T10:30Z,137,137,moderate,22/07/2025 10:00
2025-07-22T10:30Z,2025-07-22T11:00Z,138,135,moderate,22/07/2025 10:30
2025-07-22T11:00Z,2025-07-22T11:30Z,134,133,moderate,22/07/2025 11:00
2025-07-22T11:30Z,2025-07-22T12:00Z,131,134,moderate,22/07/2025 11:30
2025-07-22T12:00Z,2025-07-22T12:30Z,131,135,moderate,22/07/2025 12:00
2025-07-22T12:30Z,2025-07-22T13:00Z,130,137,moderate,22/07/2025 12:30
2025-07-22T13:00Z,2025-07-22T13:30Z,139,138,moderate,22/07/2025 13:00
2025-07-22T13:30Z,2025-07-22T14:00Z,146,139,moderate,22/07/2025 13:30
2025-07-22T14:00Z,2025-07-22T14:30Z,144,139,moderate,22/07/2025 14:00
2025-07-22T14:30Z,2025-07-22T15:00Z,144,141,moderate,22/07/2025 14:30
2025-07-22T15:00Z,2025-07-22T15:30Z,146,146,moderate,22/07/2025 15:00
